subject,session,condition,event_row,onset,stimulus_code,label,subjective_rating_0_10,trial_id,rejection_reason,max_peak_to_peak_uV
sub-002,ses-1,SIT,28,597.166,32,0,,sub-002_ses-1_event-028,kept,23.2761555041
sub-002,ses-1,SIT,29,618.3,32,0,,sub-002_ses-1_event-029,kept,20.8589926324
sub-002,ses-1,SIT,30,638.45,64,1,,sub-002_ses-1_event-030,kept,20.7227245126
sub-002,ses-1,SIT,31,658.518,64,1,,sub-002_ses-1_event-031,kept,20.4634146385
sub-002,ses-1,SIT,32,678.601,32,0,,sub-002_ses-1_event-032,kept,28.8392849238
sub-002,ses-1,SIT,33,698.669,64,1,,sub-002_ses-1_event-033,kept,52.9695049336
sub-002,ses-1,SIT,34,718.752,64,1,,sub-002_ses-1_event-034,kept,18.355304963000002
sub-002,ses-1,SIT,35,739.836,32,0,,sub-002_ses-1_event-035,kept,18.2513359605
sub-002,ses-1,SIT,36,759.92,64,1,,sub-002_ses-1_event-036,kept,39.5601513028
sub-002,ses-1,SIT,37,782.004,32,0,,sub-002_ses-1_event-037,kept,23.6539317837
sub-002,ses-1,SIT,38,803.088,32,0,,sub-002_ses-1_event-038,kept,24.8591021447
sub-002,ses-1,SIT,39,823.172,32,0,,sub-002_ses-1_event-039,kept,31.3435367792
sub-003,ses-1,SIT,0,20.686,64,1,,sub-003_ses-1_event-000,kept,150.1606942176
sub-003,ses-1,SIT,1,39.786,64,1,,sub-003_ses-1_event-001,kept,141.7152107883
sub-003,ses-1,SIT,2,60.903,32,0,,sub-003_ses-1_event-002,kept,93.9455335897
sub-003,ses-1,SIT,3,80.054,64,1,,sub-003_ses-1_event-003,kept,99.3536756483
sub-003,ses-1,SIT,4,99.154,32,0,,sub-003_ses-1_event-004,kept,134.5329633138
sub-003,ses-1,SIT,5,120.288,32,0,,sub-003_ses-1_event-005,kept,88.8007574338
sub-003,ses-1,SIT,6,141.439,32,0,,sub-003_ses-1_event-006,kept,92.1618660781
sub-003,ses-1,SIT,7,162.556,32,0,,sub-003_ses-1_event-007,kept,204.1842612101
sub-003,ses-1,SIT,8,183.656,32,0,,sub-003_ses-1_event-008,kept,227.3295015578
sub-003,ses-1,SIT,9,204.774,64,1,,sub-003_ses-1_event-009,kept,154.9220646274
sub-003,ses-1,SIT,10,223.891,32,0,,sub-003_ses-1_event-010,kept,87.1745934069
sub-003,ses-1,SIT,11,244.991,64,1,,sub-003_ses-1_event-011,kept,81.4202975783
sub-003,ses-1,SIT,12,264.142,32,0,,sub-003_ses-1_event-012,kept,72.2345238273
sub-003,ses-1,SIT,13,284.259,64,1,,sub-003_ses-1_event-013,kept,86.6791428726
sub-003,ses-1,SIT,14,303.46,64,1,,sub-003_ses-1_event-014,kept,77.7214773448
sub-003,ses-1,SIT,15,323.56,64,1,,sub-003_ses-1_event-015,kept,43.6117395767
sub-003,ses-1,SIT,16,344.694,32,0,,sub-003_ses-1_event-016,kept,133.2024539592
sub-003,ses-1,SIT,17,363.861,64,1,,sub-003_ses-1_event-017,kept,81.8331673512
sub-003,ses-1,SIT,18,383.012,64,1,,sub-003_ses-1_event-018,kept,74.1870791999
sub-003,ses-1,SIT,19,404.162,64,1,,sub-003_ses-1_event-019,kept,77.7715936681
sub-003,ses-1,SIT,20,423.263,64,1,,sub-003_ses-1_event-020,kept,84.7055761887
sub-003,ses-1,SIT,21,442.413,64,1,,sub-003_ses-1_event-021,kept,97.8541073319
sub-003,ses-1,SIT,22,461.58,32,0,,sub-003_ses-1_event-022,kept,34.8246489234
sub-003,ses-1,SIT,23,481.681,64,1,,sub-003_ses-1_event-023,kept,85.1650345141
sub-003,ses-1,SIT,24,500.781,64,1,,sub-003_ses-1_event-024,kept,35.4043442277
sub-003,ses-1,SIT,25,520.882,32,0,,sub-003_ses-1_event-025,kept,32.2779459887
sub-003,ses-1,SIT,26,541.049,32,0,,sub-003_ses-1_event-026,kept,75.4804217763
sub-003,ses-1,SIT,27,561.2,32,0,,sub-003_ses-1_event-027,kept,52.4013809362
sub-003,ses-1,SIT,28,580.317,32,0,,sub-003_ses-1_event-028,kept,85.7899358768
sub-003,ses-1,SIT,29,600.451,32,0,,sub-003_ses-1_event-029,kept,80.6472052058
sub-003,ses-1,SIT,30,619.535,64,1,,sub-003_ses-1_event-030,kept,86.7284990416
sub-003,ses-1,SIT,31,638.685,64,1,,sub-003_ses-1_event-031,kept,75.6844814989
sub-003,ses-1,SIT,32,657.786,32,0,,sub-003_ses-1_event-032,kept,46.1891220936
sub-003,ses-1,SIT,33,676.853,64,1,,sub-003_ses-1_event-033,kept,123.739814249
sub-003,ses-1,SIT,34,696.037,64,1,,sub-003_ses-1_event-034,kept,82.4448464584
sub-003,ses-1,SIT,35,716.204,32,0,,sub-003_ses-1_event-035,kept,82.7345315629
sub-003,ses-1,SIT,36,735.288,64,1,,sub-003_ses-1_event-036,kept,122.4771977758
sub-003,ses-1,SIT,37,756.455,32,0,,sub-003_ses-1_event-037,kept,68.285755023
sub-003,ses-1,SIT,38,776.622,32,0,,sub-003_ses-1_event-038,kept,102.0752284278
sub-003,ses-1,SIT,39,795.756,32,0,,sub-003_ses-1_event-039,kept,60.9492598923
sub-004,ses-1,SIT,0,29.889,64,1,,sub-004_ses-1_event-000,kept,25.5253829269
sub-004,ses-1,SIT,1,49.956,64,1,,sub-004_ses-1_event-001,kept,26.3642378705
sub-004,ses-1,SIT,2,72.023,32,0,,sub-004_ses-1_event-002,kept,43.8610495746
sub-004,ses-1,SIT,3,92.107,64,1,,sub-004_ses-1_event-003,kept,42.5402708917
sub-004,ses-1,SIT,4,112.191,32,0,,sub-004_ses-1_event-004,kept,27.295751849
sub-004,ses-1,SIT,5,134.308,32,0,,sub-004_ses-1_event-005,kept,28.1772328335
sub-004,ses-1,SIT,6,156.375,32,0,,sub-004_ses-1_event-006,kept,25.8931362391
sub-004,ses-1,SIT,7,178.459,32,0,,sub-004_ses-1_event-007,kept,31.023015477
sub-004,ses-1,SIT,8,200.576,32,0,,sub-004_ses-1_event-008,kept,24.9968634027
sub-004,ses-1,SIT,9,222.66,64,1,,sub-004_ses-1_event-009,kept,42.3676743927
sub-004,ses-1,SIT,10,242.727,32,0,,sub-004_ses-1_event-010,kept,32.2162928185
sub-004,ses-1,SIT,11,264.811,64,1,,sub-004_ses-1_event-011,kept,34.8077738259
sub-004,ses-1,SIT,12,284.878,32,0,,sub-004_ses-1_event-012,kept,26.589129260500002
sub-004,ses-1,SIT,13,305.962,64,1,,sub-004_ses-1_event-013,kept,33.3959547985
sub-004,ses-1,SIT,14,326.113,64,1,,sub-004_ses-1_event-014,kept,35.7441226337
sub-004,ses-1,SIT,15,347.213,64,1,,sub-004_ses-1_event-015,kept,33.0940965054
sub-004,ses-1,SIT,16,369.314,32,0,,sub-004_ses-1_event-016,kept,31.7854741482
sub-004,ses-1,SIT,17,389.431,64,1,,sub-004_ses-1_event-017,kept,25.0380332745
sub-004,ses-1,SIT,18,409.531,64,1,,sub-004_ses-1_event-018,kept,43.350778
sub-004,ses-1,SIT,19,431.615,64,1,,sub-004_ses-1_event-019,kept,33.7826281559
sub-004,ses-1,SIT,20,451.749,64,1,,sub-004_ses-1_event-020,kept,36.0420585858
sub-004,ses-1,SIT,21,471.833,64,1,,sub-004_ses-1_event-021,kept,32.8373200309
sub-004,ses-1,SIT,22,491.934,32,0,,sub-004_ses-1_event-022,kept,37.765503757
sub-004,ses-1,SIT,23,513.001,64,1,,sub-004_ses-1_event-023,kept,108.0103237437
sub-004,ses-1,SIT,24,533.085,64,1,,sub-004_ses-1_event-024,kept,24.4740741661
sub-004,ses-1,SIT,25,554.168,32,0,,sub-004_ses-1_event-025,kept,39.5459920239
sub-004,ses-1,SIT,26,575.302,32,0,,sub-004_ses-1_event-026,kept,27.1472722048
sub-004,ses-1,SIT,27,596.437,32,0,,sub-004_ses-1_event-027,kept,33.6163329092
sub-004,ses-1,SIT,28,616.52,32,0,,sub-004_ses-1_event-028,kept,33.3116463692
sub-004,ses-1,SIT,29,637.654,32,0,,sub-004_ses-1_event-029,kept,34.9512939734
sub-004,ses-1,SIT,30,657.754,64,1,,sub-004_ses-1_event-030,kept,27.8133186061
sub-004,ses-1,SIT,31,677.872,64,1,,sub-004_ses-1_event-031,kept,29.5134630563
sub-004,ses-1,SIT,32,697.989,32,0,,sub-004_ses-1_event-032,kept,26.9461660379
sub-004,ses-1,SIT,33,718.073,64,1,,sub-004_ses-1_event-033,kept,34.594907066
sub-004,ses-1,SIT,34,738.19,64,1,,sub-004_ses-1_event-034,kept,43.046068107400004
sub-004,ses-1,SIT,35,759.274,32,0,,sub-004_ses-1_event-035,kept,28.9787494219
sub-004,ses-1,SIT,36,779.375,64,1,,sub-004_ses-1_event-036,kept,28.3833103662
sub-004,ses-1,SIT,37,801.441,32,0,,sub-004_ses-1_event-037,kept,34.7211208634
sub-004,ses-1,SIT,38,822.558,32,0,,sub-004_ses-1_event-038,kept,40.3141336882
sub-004,ses-1,SIT,39,842.642,32,0,,sub-004_ses-1_event-039,kept,41.7180530753
sub-005,ses-1,SIT,0,34.597,64,1,,sub-005_ses-1_event-000,kept,31.4670192494
sub-005,ses-1,SIT,1,53.698,64,1,,sub-005_ses-1_event-001,kept,25.7056483759
sub-005,ses-1,SIT,2,74.832,32,0,,sub-005_ses-1_event-002,kept,33.9433158775
sub-005,ses-1,SIT,3,93.931,64,1,,sub-005_ses-1_event-003,kept,32.082278711
sub-005,ses-1,SIT,4,113.049,32,0,,sub-005_ses-1_event-004,kept,29.9730670784
sub-005,ses-1,SIT,5,134.2,32,0,,sub-005_ses-1_event-005,kept,41.3267280666
sub-005,ses-1,SIT,6,155.367,32,0,,sub-005_ses-1_event-006,kept,37.5533497424
sub-005,ses-1,SIT,7,176.551,32,0,,sub-005_ses-1_event-007,kept,27.1532804551
sub-005,ses-1,SIT,8,197.685,32,0,,sub-005_ses-1_event-008,kept,29.3359591403
sub-005,ses-1,SIT,9,218.819,64,1,,sub-005_ses-1_event-009,kept,34.5225864223
sub-005,ses-1,SIT,10,237.936,32,0,,sub-005_ses-1_event-010,kept,34.9042005463
sub-005,ses-1,SIT,11,259.086,64,1,,sub-005_ses-1_event-011,kept,29.7901991299
sub-005,ses-1,SIT,12,278.153,32,0,,sub-005_ses-1_event-012,kept,43.9990423956
sub-005,ses-1,SIT,13,298.32,64,1,,sub-005_ses-1_event-013,kept,35.4201305537
sub-005,ses-1,SIT,14,317.488,64,1,,sub-005_ses-1_event-014,kept,26.7016094478
sub-005,ses-1,SIT,15,337.622,64,1,,sub-005_ses-1_event-015,kept,39.181000125
sub-005,ses-1,SIT,16,358.722,32,0,,sub-005_ses-1_event-016,kept,32.6109282574
sub-005,ses-1,SIT,17,377.889,64,1,,sub-005_ses-1_event-017,kept,46.4968393736
sub-005,ses-1,SIT,18,397.055,64,1,,sub-005_ses-1_event-018,kept,38.2624969608
sub-005,ses-1,SIT,19,418.19,64,1,,sub-005_ses-1_event-019,kept,40.7250769352
sub-005,ses-1,SIT,20,437.341,64,1,,sub-005_ses-1_event-020,kept,37.338466095
sub-005,ses-1,SIT,21,456.475,64,1,,sub-005_ses-1_event-021,kept,35.7994864302
sub-005,ses-1,SIT,22,475.608,32,0,,sub-005_ses-1_event-022,kept,35.4583771283
sub-005,ses-1,SIT,23,495.759,64,1,,sub-005_ses-1_event-023,kept,39.1690078635
sub-005,ses-1,SIT,24,514.876,64,1,,sub-005_ses-1_event-024,kept,33.109654127
sub-005,ses-1,SIT,25,535.009,32,0,,sub-005_ses-1_event-025,kept,48.7928278229
sub-005,ses-1,SIT,26,555.177,32,0,,sub-005_ses-1_event-026,kept,45.4530774957
sub-005,ses-1,SIT,27,575.344,32,0,,sub-005_ses-1_event-027,kept,34.7564843171
sub-005,ses-1,SIT,28,594.495,32,0,,sub-005_ses-1_event-028,kept,34.6825248286
sub-005,ses-1,SIT,29,614.644,32,0,,sub-005_ses-1_event-029,kept,33.5199823134
sub-005,ses-1,SIT,30,633.796,64,1,,sub-005_ses-1_event-030,kept,36.589641783
sub-005,ses-1,SIT,31,652.963,64,1,,sub-005_ses-1_event-031,kept,32.4798746679
sub-005,ses-1,SIT,32,672.063,32,0,,sub-005_ses-1_event-032,kept,63.5733319686
sub-005,ses-1,SIT,33,691.163,64,1,,sub-005_ses-1_event-033,kept,32.7393204095
sub-005,ses-1,SIT,34,710.314,64,1,,sub-005_ses-1_event-034,kept,45.9388432856
sub-005,ses-1,SIT,35,730.43,32,0,,sub-005_ses-1_event-035,kept,57.6463000916
sub-005,ses-1,SIT,36,749.532,64,1,,sub-005_ses-1_event-036,kept,63.2507159668
sub-005,ses-1,SIT,37,770.649,32,0,,sub-005_ses-1_event-037,kept,45.7376824954
sub-005,ses-1,SIT,38,790.765,32,0,,sub-005_ses-1_event-038,kept,64.4237115755
sub-005,ses-1,SIT,39,809.9,32,0,,sub-005_ses-1_event-039,kept,47.4685973226
sub-006,ses-1,SIT,0,22.762,64,1,,sub-006_ses-1_event-000,kept,36.872979013
sub-006,ses-1,SIT,1,41.846,64,1,,sub-006_ses-1_event-001,kept,40.8812421995
sub-006,ses-1,SIT,2,62.963,32,0,,sub-006_ses-1_event-002,kept,22.1370229106
sub-006,ses-1,SIT,3,82.013,64,1,,sub-006_ses-1_event-003,kept,35.5476341296
sub-006,ses-1,SIT,4,101.131,32,0,,sub-006_ses-1_event-004,kept,31.8258948856
sub-006,ses-1,SIT,5,122.214,32,0,,sub-006_ses-1_event-005,kept,28.3196972175
sub-006,ses-1,SIT,6,143.332,32,0,,sub-006_ses-1_event-006,kept,21.8335310286
sub-006,ses-1,SIT,7,164.382,32,0,,sub-006_ses-1_event-007,kept,32.4021288099
sub-006,ses-1,SIT,8,185.466,32,0,,sub-006_ses-1_event-008,kept,24.3358922506
sub-006,ses-1,SIT,9,206.583,64,1,,sub-006_ses-1_event-009,kept,39.7537794194
sub-006,ses-1,SIT,10,225.7,32,0,,sub-006_ses-1_event-010,kept,39.0632534679
sub-006,ses-1,SIT,11,246.834,64,1,,sub-006_ses-1_event-011,kept,30.1622559843
sub-006,ses-1,SIT,12,265.918,32,0,,sub-006_ses-1_event-012,kept,29.3629523627
sub-006,ses-1,SIT,13,285.985,64,1,,sub-006_ses-1_event-013,kept,30.6892334486
sub-006,ses-1,SIT,14,305.119,64,1,,sub-006_ses-1_event-014,kept,29.0762238681
sub-006,ses-1,SIT,15,325.203,64,1,,sub-006_ses-1_event-015,kept,33.2341478845
sub-006,ses-1,SIT,16,346.353,32,0,,sub-006_ses-1_event-016,kept,27.388840113
sub-006,ses-1,SIT,17,365.437,64,1,,sub-006_ses-1_event-017,kept,28.7445745818
sub-006,ses-1,SIT,18,384.538,64,1,,sub-006_ses-1_event-018,kept,39.100928632
sub-006,ses-1,SIT,19,405.655,64,1,,sub-006_ses-1_event-019,kept,49.2860553393
sub-006,ses-1,SIT,20,424.805,64,1,,sub-006_ses-1_event-020,kept,18.5316114988
sub-006,ses-1,SIT,21,443.89,64,1,,sub-006_ses-1_event-021,kept,32.0663455691
sub-006,ses-1,SIT,22,463.006,32,0,,sub-006_ses-1_event-022,kept,24.2838672927
sub-006,ses-1,SIT,23,483.09,64,1,,sub-006_ses-1_event-023,kept,27.2824514602
sub-006,ses-1,SIT,24,502.191,64,1,,sub-006_ses-1_event-024,kept,36.2236830277
sub-006,ses-1,SIT,25,522.291,32,0,,sub-006_ses-1_event-025,kept,36.0874378735
sub-006,ses-1,SIT,26,542.375,32,0,,sub-006_ses-1_event-026,kept,19.1012311744
sub-006,ses-1,SIT,27,561.559,32,0,,sub-006_ses-1_event-027,kept,24.8058953829
sub-006,ses-1,SIT,28,580.659,32,0,,sub-006_ses-1_event-028,kept,45.7346270974
sub-006,ses-1,SIT,29,600.76,32,0,,sub-006_ses-1_event-029,kept,29.8160003134
sub-006,ses-1,SIT,30,619.81,64,1,,sub-006_ses-1_event-030,kept,27.6197796163
sub-006,ses-1,SIT,31,638.894,64,1,,sub-006_ses-1_event-031,kept,33.1227702695
sub-006,ses-1,SIT,32,657.995,32,0,,sub-006_ses-1_event-032,kept,20.3053321606
sub-006,ses-1,SIT,33,677.045,64,1,,sub-006_ses-1_event-033,kept,41.4160363929
sub-006,ses-1,SIT,34,696.147,64,1,,sub-006_ses-1_event-034,kept,25.053881694
sub-006,ses-1,SIT,35,716.246,32,0,,sub-006_ses-1_event-035,kept,37.6330877031
sub-006,ses-1,SIT,36,735.33,64,1,,sub-006_ses-1_event-036,kept,30.7055913119
sub-006,ses-1,SIT,37,756.497,32,0,,sub-006_ses-1_event-037,kept,24.2946483423
sub-006,ses-1,SIT,38,775.431,32,0,,sub-006_ses-1_event-038,kept,24.5650676484
sub-006,ses-1,SIT,39,794.531,32,0,,sub-006_ses-1_event-039,kept,29.2160981279
sub-007,ses-1,SIT,0,21.944,64,1,,sub-007_ses-1_event-000,kept,33.4858247821
sub-007,ses-1,SIT,1,41.027,64,1,,sub-007_ses-1_event-001,kept,30.8890979331
sub-007,ses-1,SIT,2,62.111,32,0,,sub-007_ses-1_event-002,kept,25.2517557173
sub-007,ses-1,SIT,3,81.195,64,1,,sub-007_ses-1_event-003,kept,30.0445954765
sub-007,ses-1,SIT,4,98.696,32,0,,sub-007_ses-1_event-004,kept,25.802634767
sub-007,ses-1,SIT,5,119.779,32,0,,sub-007_ses-1_event-005,kept,31.5415312822
sub-007,ses-1,SIT,6,140.897,32,0,,sub-007_ses-1_event-006,kept,31.5085409677
sub-007,ses-1,SIT,7,162.064,32,0,,sub-007_ses-1_event-007,kept,39.1377661575
sub-007,ses-1,SIT,8,183.214,32,0,,sub-007_ses-1_event-008,kept,29.5742238506
sub-007,ses-1,SIT,9,204.332,64,1,,sub-007_ses-1_event-009,kept,24.7002319398
sub-007,ses-1,SIT,10,223.399,32,0,,sub-007_ses-1_event-010,kept,33.4538577644
sub-007,ses-1,SIT,11,242.533,64,1,,sub-007_ses-1_event-011,kept,39.8787099426
sub-007,ses-1,SIT,12,259.683,32,0,,sub-007_ses-1_event-012,kept,23.7258581077
sub-007,ses-1,SIT,13,279.8,64,1,,sub-007_ses-1_event-013,kept,30.4170608792
sub-007,ses-1,SIT,14,297.701,64,1,,sub-007_ses-1_event-014,kept,43.7445534518
sub-007,ses-1,SIT,15,317.818,64,1,,sub-007_ses-1_event-015,kept,28.0710060674
sub-007,ses-1,SIT,16,338.902,32,0,,sub-007_ses-1_event-016,kept,34.1422838508
sub-007,ses-1,SIT,17,356.319,64,1,,sub-007_ses-1_event-017,kept,25.1494740281
sub-007,ses-1,SIT,18,373.736,64,1,,sub-007_ses-1_event-018,kept,39.0082794906
sub-007,ses-1,SIT,19,394.82,64,1,,sub-007_ses-1_event-019,kept,30.8169419969
sub-007,ses-1,SIT,20,413.904,64,1,,sub-007_ses-1_event-020,kept,33.3442982411
sub-007,ses-1,SIT,21,431.454,64,1,,sub-007_ses-1_event-021,kept,33.2159205108
sub-007,ses-1,SIT,22,450.521,32,0,,sub-007_ses-1_event-022,kept,25.7246355629
sub-007,ses-1,SIT,23,470.655,64,1,,sub-007_ses-1_event-023,kept,31.9386918987
sub-007,ses-1,SIT,24,488.406,64,1,,sub-007_ses-1_event-024,kept,40.4818641181
sub-007,ses-1,SIT,25,507.156,32,0,,sub-007_ses-1_event-025,kept,19.5757823659
sub-007,ses-1,SIT,26,527.273,32,0,,sub-007_ses-1_event-026,kept,33.2013738157
sub-007,ses-1,SIT,27,547.407,32,0,,sub-007_ses-1_event-027,kept,32.6898291827
sub-007,ses-1,SIT,28,566.541,32,0,,sub-007_ses-1_event-028,kept,34.7581655249
sub-007,ses-1,SIT,29,586.625,32,0,,sub-007_ses-1_event-029,kept,31.3376968748
sub-007,ses-1,SIT,30,605.792,64,1,,sub-007_ses-1_event-030,kept,21.4232417904
sub-007,ses-1,SIT,31,623.692,64,1,,sub-007_ses-1_event-031,kept,44.5714052632
sub-007,ses-1,SIT,32,642.81,32,0,,sub-007_ses-1_event-032,kept,27.250566868
sub-007,ses-1,SIT,33,660.56,64,1,,sub-007_ses-1_event-033,kept,38.9252939377
sub-007,ses-1,SIT,34,679.611,64,1,,sub-007_ses-1_event-034,kept,31.1719189133
sub-007,ses-1,SIT,35,699.078,32,0,,sub-007_ses-1_event-035,kept,28.3513391277
sub-007,ses-1,SIT,36,718.178,64,1,,sub-007_ses-1_event-036,kept,42.1784089502
sub-007,ses-1,SIT,37,739.329,32,0,,sub-007_ses-1_event-037,kept,31.2530249844
sub-007,ses-1,SIT,38,759.463,32,0,,sub-007_ses-1_event-038,kept,30.4928857948
sub-007,ses-1,SIT,39,778.53,32,0,,sub-007_ses-1_event-039,kept,36.6231271759
sub-008,ses-1,SIT,0,31.123,64,1,,sub-008_ses-1_event-000,kept,33.5370978983
sub-008,ses-1,SIT,1,50.207,64,1,,sub-008_ses-1_event-001,kept,48.6036359277
sub-008,ses-1,SIT,2,71.307,32,0,,sub-008_ses-1_event-002,kept,30.4718306568
